,Name,Gender,Age,Destination_Category,Temperature,Budget,Purpose,Num_of_People,Families,Duration,Travel Months,Transportation
5230,John Diaz,Male,64,Ski Resort,Hot,Medium,Leisure,4,0,11,November,Car
5231,Rachael Wong,Male,22,Cultural Experience,Hot,Low,Leisure,5,0,2,November,Train
5232,Matthew Murillo,Male,19,Ski Resort,Hot,Low,Business,3,0,12,December,Car
5233,Patricia Weeks,Male,38,Jungle,Cold,Low,Business,5,1,3,February,Airplane
5234,Timothy Murphy,Male,49,Mountain,Cold,High,Leisure,5,1,4,July,Bus
5235,Lauren Long,Male,52,Mountain,Cold,High,Leisure,4,0,1,October,Train
5236,Mark Stewart,Female,21,Ski Resort,Hot,High,Business,4,0,7,May,Airplane
5237,Stephanie Davis,Male,52,Photography Expedition,Warm,Low,Leisure,2,0,4,August,Ferry
5238,Daniel Dean,Female,28,Island,Warm,Medium,Leisure,2,0,4,May,Ferry
5239,Latasha Ramos,Male,40,Desert,Warm,Medium,Leisure,3,1,12,August,Car
5240,Jessica Hale,Male,37,Lake,Cold,High,Business,4,1,2,June,Ferry
5241,Jordan Harrison,Male,30,Volcano Exploration,Hot,Low,Leisure,4,1,1,February,Train
5242,Robert Sullivan,Male,20,National Park,Hot,High,Leisure,3,0,5,November,Ferry
5243,Michaela Costa,Male,37,Historical Sites,Warm,Medium,Business,5,0,12,May,Train
5244,Shannon James,Male,43,Religious Pilgrimage,Hot,High,Leisure,3,0,13,January,Airplane
5245,Monica White,Female,43,Volcano Exploration,Hot,Low,Leisure,5,0,1,March,Train
5246,Austin Perry,Female,35,Music and Festival Tour,Warm,Medium,Business,1,1,12,May,Car
5247,Bradley Larson,Female,53,Theme Park,Warm,Low,Leisure,2,0,13,March,Bus
5248,Tyler Webb,Female,20,Countryside,Cold,Low,Business,5,1,9,March,Car
5249,Anthony Nelson,Female,63,Mountain,Hot,Medium,Leisure,2,1,3,February,Bus
5250,David Bell,Male,64,Village,Hot,Low,Leisure,3,0,8,June,Airplane
5251,Thomas Weaver,Female,39,Food and Culinary Tour,Cold,Medium,Business,1,1,10,January,Car
5252,Alyssa Copeland,Female,63,Food and Culinary Tour,Warm,Medium,Leisure,1,1,12,November,Ferry
5253,Paul Schneider,Female,33,Ski Resort,Cold,Low,Business,3,1,8,January,Car
5254,Katherine Nixon,Female,52,Cultural Experience,Hot,High,Business,1,1,6,June,Train
5255,Jason Walker,Male,29,Science and Astronomy Tour,Cold,Medium,Leisure,4,1,4,December,Ferry
5256,Jason Vincent,Female,32,Beach,Warm,Medium,Leisure,5,1,1,October,Bus
5257,Donna Herman,Female,20,Wildlife Safari,Warm,Medium,Business,4,0,11,April,Airplane
5258,David Stout,Female,18,Ski Resort,Hot,Low,Business,1,0,1,April,Ferry
5259,Lee Mayer,Female,19,Village,Cold,Low,Business,3,0,7,March,Car
5260,Jason Mejia,Male,42,Village,Warm,Medium,Business,1,0,2,February,Train
5261,Kristina Hester,Female,51,Jungle,Hot,Low,Business,3,0,3,December,Car
5262,Cheryl James,Female,18,Art and Architecture Tour,Warm,Medium,Leisure,1,1,8,February,Train
5263,Cynthia Roy,Male,25,Adventure Sports,Warm,Low,Business,2,1,10,September,Car
5264,Carl Rojas,Male,51,City,Warm,Medium,Business,4,1,13,October,Car
5265,Jennifer Martinez,Female,35,Yoga and Wellness Retreat,Cold,High,Leisure,2,1,12,November,Ferry
5266,Megan Powell,Male,21,Village,Warm,Low,Business,2,0,3,September,Ferry
5267,Brittany Johnson,Female,43,Beach,Cold,High,Leisure,4,0,6,August,Ferry
5268,Kelly Marsh,Female,56,Fishing Village,Hot,Medium,Business,3,1,5,October,Bus
5269,Jeffrey Burch,Male,48,Countryside,Warm,High,Leisure,4,0,5,October,Car
5270,Jonathan Harvey,Male,22,Desert,Cold,High,Leisure,5,0,6,June,Car
5271,Sandra Perez,Male,32,Cultural Experience,Hot,High,Leisure,5,0,14,March,Bus
5272,Jennifer Roman,Female,28,Mountain,Warm,Low,Leisure,2,1,12,December,Airplane
5273,Donna Hurley,Male,24,Religious Pilgrimage,Cold,Medium,Leisure,4,1,5,October,Car
5274,Brian Welch,Male,63,Shopping Extravaganza,Cold,Medium,Business,1,1,3,June,Ferry
5275,James Washington,Male,64,Countryside,Cold,Low,Leisure,1,1,4,January,Car
5276,Steven Pham,Female,37,Food and Culinary Tour,Cold,High,Leisure,1,1,10,March,Ferry
5277,Mr. Robert Wilson,Male,18,Mountain,Cold,High,Leisure,4,1,3,May,Car
5278,Phillip White,Male,31,Mountain,Cold,Low,Business,3,1,1,January,Train
5279,Jason Price,Male,44,Cultural Experience,Cold,Low,Business,5,0,4,September,Airplane
5280,Danielle Zamora,Female,51,Photography Expedition,Warm,Low,Business,4,1,3,March,Ferry
5281,Elizabeth Larson,Female,30,Food and Culinary Tour,Cold,High,Leisure,3,1,1,February,Airplane
5282,Alex Webster,Male,38,Ski Resort,Warm,Low,Business,3,1,11,October,Airplane
5283,Megan Foley,Male,58,Cultural Experience,Cold,Low,Leisure,2,0,14,October,Airplane
5284,Steven Cox,Female,55,Adventure Sports,Hot,Low,Leisure,5,0,7,August,Airplane
5285,Lisa Jones,Male,45,Desert,Hot,High,Business,5,1,12,November,Train
5286,Janet Clark,Male,46,Art and Architecture Tour,Warm,Low,Leisure,5,0,4,February,Airplane
5287,Jessica Jones,Female,35,Science and Astronomy Tour,Hot,Medium,Business,5,1,5,June,Airplane
5288,Scott Reed,Female,37,Ski Resort,Hot,High,Leisure,5,1,8,July,Car
5289,James Clark,Female,60,City,Warm,Medium,Leisure,4,1,1,July,Ferry
5290,Mark Malone,Male,40,Lake,Cold,Low,Business,2,1,4,August,Train
5291,Colleen Green,Male,21,Music and Festival Tour,Hot,High,Business,1,1,4,January,Car
5292,Janet Singh,Male,48,Mountain,Hot,Low,Business,2,1,8,June,Car
5293,Alexander Briggs,Female,62,Cruise,Warm,Low,Business,3,1,8,July,Train
5294,Gina Espinoza,Male,28,Ski Resort,Cold,Low,Business,3,0,10,December,Airplane
5295,Sharon Johnson PhD,Female,31,Wildlife Safari,Warm,Medium,Business,3,0,11,June,Bus
5296,Andrea Nash,Female,47,Art and Architecture Tour,Cold,High,Leisure,2,1,6,November,Train
5297,Renee Baird,Female,37,Lake,Warm,High,Leisure,3,1,8,September,Bus
5298,Catherine Rodriguez,Male,21,National Park,Warm,High,Business,3,0,9,April,Car
5299,Andrea Nash,Male,36,Spa Retreat,Hot,High,Leisure,4,0,3,April,Car
5300,Mark Young,Female,24,National Park,Cold,Medium,Business,1,1,1,August,Airplane
5301,Tamara Williams,Female,32,Jungle,Warm,Medium,Business,2,1,7,May,Bus
5302,Alan Mitchell,Female,48,Historical Sites,Hot,Medium,Business,2,0,12,February,Car
5303,Lisa Alexander,Female,34,Countryside,Warm,Low,Business,2,1,12,June,Car
5304,William Hoover,Male,58,Food and Culinary Tour,Cold,High,Business,2,1,12,March,Car
5305,Lauren Chen,Male,58,Food and Culinary Tour,Cold,High,Leisure,2,1,11,January,Airplane
5306,Ryan Williams,Male,49,Photography Expedition,Hot,High,Business,5,0,2,June,Bus
5307,Carrie Ray,Male,36,Spa Retreat,Hot,High,Business,5,1,10,April,Ferry
5308,Jeremy Perez,Male,33,Mountain,Cold,High,Business,4,0,9,January,Car
5309,Cheyenne Walters,Female,33,Food and Culinary Tour,Hot,Low,Leisure,5,0,11,January,Bus
5310,Richard Fowler,Female,55,Countryside,Cold,Medium,Business,4,1,6,June,Airplane
5311,Margaret Parker,Male,24,Countryside,Cold,Medium,Leisure,1,0,11,March,Car
5312,Holly Hart,Female,60,Historical Sites,Cold,Low,Business,2,1,1,March,Ferry
5313,Charles Larson,Female,22,Historical Sites,Warm,High,Business,4,0,12,October,Airplane
5314,Angela Hill,Female,37,Jungle,Warm,Low,Leisure,1,1,6,September,Airplane
5315,Nancy Johnson,Female,32,Adventure Sports,Warm,Medium,Leisure,5,0,4,September,Airplane
5316,Rachel Ramos,Female,33,Historical Sites,Warm,Medium,Business,3,1,8,December,Airplane
5317,Raymond Rivas,Male,31,Wildlife Safari,Cold,Low,Leisure,2,1,3,January,Bus
5318,Ronald Johnson,Female,44,Beach,Hot,High,Business,1,0,14,February,Car
5319,Alex Webster,Male,64,Historical Sites,Cold,Medium,Leisure,3,1,11,August,Airplane
5320,Danielle Clark,Male,27,Jungle,Hot,Medium,Business,1,1,7,March,Train
5321,Katie Mckenzie,Female,53,Music and Festival Tour,Warm,Medium,Leisure,3,1,4,January,Train
5322,Lisa Mullins,Male,53,Historical Sites,Hot,High,Leisure,3,0,1,March,Airplane
5323,Stacy Le,Female,57,Jungle,Cold,Medium,Business,3,0,14,March,Train
5324,Jessica Hernandez,Female,48,Adventure Sports,Hot,High,Business,1,0,13,May,Airplane
5325,Tammy Gay,Male,51,Beach,Cold,High,Leisure,1,1,6,January,Bus
5326,Brenda Schmidt,Male,24,Cruise,Warm,High,Business,3,1,13,November,Airplane
5327,Joseph Peters,Female,20,Art and Architecture Tour,Cold,Medium,Business,2,1,10,November,Airplane
5328,Justin Reed,Female,51,National Park,Cold,Low,Leisure,2,0,1,October,Ferry
5329,James Curtis,Male,59,Beach,Hot,Low,Business,2,1,4,February,Airplane
5330,Lindsey Warner,Male,50,Countryside,Hot,Low,Leisure,1,0,3,June,Ferry
5331,Ariel Price,Female,51,Music and Festival Tour,Warm,Medium,Leisure,4,1,13,October,Train
5332,Tara Calderon,Female,45,Lake,Cold,Medium,Leisure,1,0,14,June,Bus
5333,Debbie Mosley,Male,58,Art and Architecture Tour,Hot,Medium,Business,1,0,4,August,Airplane
5334,Sandra Wright,Male,50,Volcano Exploration,Cold,Low,Business,5,1,10,April,Bus
5335,John Jones,Female,47,Desert,Cold,Low,Business,3,0,4,September,Ferry
5336,Meredith Larsen,Female,53,Desert,Warm,Medium,Leisure,1,0,7,January,Bus
5337,Frank Evans,Female,36,Fishing Village,Cold,Medium,Business,1,1,4,December,Airplane
5338,Angelica Johnson,Female,39,Spa Retreat,Warm,Low,Business,2,1,11,August,Train
5339,Zachary Murillo,Female,29,Cultural Experience,Cold,High,Business,5,1,9,October,Bus
5340,Natalie Wong,Male,39,Fishing Village,Hot,High,Business,3,0,6,April,Airplane
5341,Dwayne Black,Male,26,Beach,Hot,Medium,Leisure,3,1,12,October,Ferry
5342,Matthew Riley,Female,40,Arctic Expedition,Hot,Low,Business,2,0,4,December,Ferry
5343,Christina Berry,Female,63,Science and Astronomy Tour,Hot,Low,Leisure,5,1,6,January,Airplane
5344,Rodney Fowler,Male,62,Spa Retreat,Warm,Medium,Business,4,0,4,October,Car
5345,Alexis Young,Female,28,Religious Pilgrimage,Cold,High,Leisure,4,0,8,February,Train
5346,Matthew Perez,Male,38,Science and Astronomy Tour,Warm,High,Leisure,1,0,3,May,Bus
5347,Lisa Jackson,Male,59,Desert,Cold,High,Leisure,2,1,2,April,Airplane
5348,Derek Schaefer,Male,50,Jungle,Warm,Low,Business,4,0,9,January,Car
5349,Mary Ruiz,Female,61,Yoga and Wellness Retreat,Warm,Medium,Leisure,1,0,8,December,Train
5350,Paul Johnson,Female,55,Countryside,Warm,High,Business,3,0,8,February,Train
5351,Tasha Murray,Female,46,Yoga and Wellness Retreat,Hot,High,Business,4,1,9,November,Car
5352,Lynn Richardson,Female,53,Music and Festival Tour,Cold,High,Business,1,1,11,November,Car
5353,Stacy Bowen,Female,51,Adventure Sports,Cold,Low,Business,2,0,8,January,Airplane
5354,Sarah Gonzales,Female,49,Mountain,Warm,Medium,Leisure,1,0,9,March,Train
5355,Alexandra Terrell,Female,18,City,Hot,High,Leisure,2,1,7,December,Airplane
5356,Shannon Gallegos,Male,22,Volcano Exploration,Warm,High,Leisure,3,1,13,September,Bus
5357,Megan Perry,Female,19,Arctic Expedition,Warm,High,Business,1,1,14,December,Bus
5358,Jacob Ward,Male,26,Historical Sites,Cold,Medium,Leisure,2,0,4,September,Bus
5359,Jeffrey Gallegos,Female,62,Ski Resort,Cold,High,Leisure,3,1,8,September,Train
5360,John Bird,Male,54,Music and Festival Tour,Cold,High,Business,2,0,14,January,Car
5361,Michael Escobar,Male,29,Food and Culinary Tour,Cold,Low,Leisure,1,0,14,December,Ferry
5362,Brad Jones,Female,55,Volcano Exploration,Cold,High,Leisure,4,0,6,June,Airplane
5363,Ashley Lamb,Male,38,Shopping Extravaganza,Warm,Low,Business,5,1,14,April,Ferry
5364,Karen Mosley,Male,28,Yoga and Wellness Retreat,Cold,Medium,Leisure,3,1,8,March,Airplane
5365,Michele Vasquez,Female,51,Island,Cold,High,Leisure,2,1,6,July,Airplane
5366,Jenna Parker,Male,18,Winery,Hot,Medium,Leisure,5,1,5,October,Bus
5367,Jose Gilbert,Female,63,Arctic Expedition,Cold,Medium,Business,3,0,14,September,Train
5368,Andrew Martin MD,Male,62,Arctic Expedition,Warm,Low,Leisure,3,0,1,August,Bus
5369,Elizabeth Taylor,Female,31,Music and Festival Tour,Cold,Medium,Leisure,4,1,9,April,Bus
5370,Natalie Wong,Female,25,Mountain,Hot,Low,Leisure,2,1,11,September,Car
5371,John Walker,Female,28,Photography Expedition,Hot,High,Business,1,1,4,December,Ferry
5372,Andrew Bowen,Male,42,Winery,Warm,Medium,Leisure,2,1,9,March,Train
5373,Becky Anderson,Male,52,Theme Park,Hot,Medium,Business,5,0,3,September,Ferry
5374,Lauren Ramirez,Male,51,Spa Retreat,Cold,Medium,Leisure,1,0,5,October,Ferry
5375,Tiffany Warren,Male,32,Theme Park,Cold,Medium,Leisure,3,0,11,October,Airplane
5376,James Moore MD,Female,63,Jungle,Warm,High,Leisure,1,0,4,August,Car
5377,Christopher Romero,Male,34,Spa Retreat,Cold,Medium,Leisure,2,1,11,April,Car
5378,John Robinson,Male,64,Shopping Extravaganza,Hot,Low,Business,2,1,8,March,Car
5379,Beth Maynard,Male,58,Adventure Sports,Cold,Medium,Leisure,2,1,14,October,Car
5380,Robert Keller,Female,18,Forest,Warm,High,Business,5,0,8,May,Airplane
5381,Jon Williams,Male,58,Desert,Hot,High,Leisure,3,0,12,April,Car
5382,Brent Kim,Female,37,Art and Architecture Tour,Cold,Low,Business,5,1,13,July,Ferry
5383,Stephanie Sloan,Female,20,National Park,Hot,Medium,Leisure,1,0,9,April,Train
5384,Sherry Lee,Male,41,Photography Expedition,Cold,Medium,Business,3,1,5,October,Car
5385,Hannah Johnson,Male,41,Religious Pilgrimage,Warm,Low,Business,4,1,12,June,Ferry
5386,Christina Oconnor,Male,30,Theme Park,Warm,Low,Leisure,2,0,13,May,Car
5387,Katherine Miller,Female,30,Beach,Hot,High,Leisure,4,1,12,August,Airplane
5388,Brandon Adams,Female,23,Winery,Cold,High,Leisure,3,0,14,November,Train
5389,James Hopkins,Female,60,Cultural Experience,Warm,Low,Leisure,3,1,9,April,Bus
5390,Christine Cervantes,Male,21,Cultural Experience,Hot,Low,Business,5,0,13,March,Train
5391,Christine Jones,Female,30,Village,Warm,Medium,Business,1,1,2,May,Train
5392,Christina Mckinney,Male,61,Forest,Cold,High,Leisure,2,0,10,November,Car
5393,Angela Conley,Male,58,Lake,Hot,Low,Leisure,3,0,8,July,Airplane
5394,Matthew Porter,Male,27,Historical Sites,Cold,Medium,Leisure,5,0,5,May,Train
5395,James Woods,Male,25,Cruise,Hot,High,Leisure,5,1,14,August,Train
5396,Vanessa Higgins,Female,40,Volcano Exploration,Cold,Medium,Leisure,1,0,6,September,Train
5397,Daniel Martinez,Female,64,Yoga and Wellness Retreat,Hot,Medium,Leisure,4,0,5,February,Car
5398,Christopher Wright,Male,63,Village,Hot,Low,Business,1,1,6,February,Bus
5399,Noah Santana,Male,39,Photography Expedition,Cold,Medium,Business,1,0,8,December,Train
5400,Lisa Perez,Female,42,Village,Cold,Low,Business,2,1,3,January,Airplane
5401,Carrie Harris,Female,56,Cultural Experience,Warm,Low,Leisure,4,0,9,September,Bus
5402,Stacy Brady,Female,48,Island,Cold,Medium,Leisure,4,1,2,June,Bus
5403,Brittany Larson,Male,59,National Park,Cold,Medium,Business,4,0,3,June,Car
5404,Hannah Foster,Male,22,Fishing Village,Cold,Low,Business,2,0,14,December,Ferry
5405,Donald Steele,Male,19,Desert,Cold,Low,Business,1,1,12,January,Airplane
5406,Brett Morris,Female,56,Island,Cold,High,Business,5,0,11,February,Airplane
5407,Larry Lawson,Female,37,Ski Resort,Cold,Low,Leisure,3,1,1,June,Car
5408,Gregory Trujillo,Male,20,Cultural Experience,Hot,High,Leisure,2,1,11,May,Ferry
5409,Crystal Castillo,Male,32,National Park,Cold,High,Leisure,5,0,9,July,Car
5410,Cathy Gentry,Male,26,Jungle,Hot,Low,Leisure,5,1,10,July,Car
5411,Cynthia Clark,Female,44,Yoga and Wellness Retreat,Warm,Medium,Leisure,5,0,8,January,Airplane
5412,Kathryn Brady,Male,27,Winery,Hot,High,Leisure,5,0,5,March,Car
5413,Preston Evans,Female,25,Cruise,Hot,High,Business,1,0,8,December,Airplane
5414,William Nash,Male,43,Island,Hot,Low,Business,1,0,13,November,Ferry
5415,Dr. Mark Gillespie PhD,Female,51,Village,Cold,High,Business,5,1,3,May,Airplane
5416,Jennifer Dillon,Male,59,Desert,Warm,Low,Business,5,1,5,August,Ferry
5417,Michael Woods,Female,48,Wildlife Safari,Warm,Medium,Leisure,5,1,10,February,Car
5418,Donald Taylor,Female,18,Cruise,Cold,High,Leisure,5,0,12,February,Ferry
5419,Alyssa Wright,Male,63,Arctic Expedition,Warm,Medium,Leisure,4,0,8,April,Airplane
5420,Ronald Shannon,Male,40,Cultural Experience,Warm,Low,Business,3,1,1,October,Ferry
5421,Craig Jordan,Male,54,City,Cold,High,Leisure,3,0,14,November,Ferry
5422,Elizabeth Watts,Female,62,Spa Retreat,Warm,Low,Business,2,1,9,May,Airplane
5423,James Herrera,Female,39,Cultural Experience,Warm,Low,Leisure,2,1,13,June,Airplane
5424,Spencer Charles,Male,23,Volcano Exploration,Warm,Low,Business,2,1,8,August,Train
5425,Robert King,Female,30,Village,Cold,High,Business,1,1,11,January,Bus
5426,Steven Taylor,Male,24,Art and Architecture Tour,Cold,Medium,Leisure,3,1,14,March,Ferry
5427,Brooke Smith,Male,38,Cultural Experience,Warm,Medium,Business,1,0,10,January,Ferry
5428,Evelyn Haney,Male,34,Winery,Hot,Medium,Business,2,0,5,May,Train
5429,Lori Haley,Male,47,Religious Pilgrimage,Warm,Low,Business,1,1,6,November,Train
5430,Jerry Dunn,Female,28,Countryside,Cold,High,Business,3,0,9,April,Airplane
5431,Kevin Hughes,Female,40,Religious Pilgrimage,Warm,Medium,Leisure,1,0,8,November,Car
5432,Audrey Clayton,Male,59,Food and Culinary Tour,Cold,High,Leisure,4,1,3,May,Bus
5433,Angelica Morales,Male,61,Fishing Village,Cold,Medium,Leisure,1,0,11,July,Bus
5434,Mary Young,Female,43,Village,Hot,Low,Leisure,5,1,6,May,Train
5435,Ryan Morris,Male,26,Food and Culinary Tour,Hot,Low,Business,1,1,7,July,Ferry
5436,Mark Martinez,Female,28,Mountain,Hot,Low,Business,1,0,1,September,Ferry
5437,Jack Horne,Female,51,Countryside,Cold,Low,Leisure,5,0,6,April,Car
5438,Timothy Flores,Male,34,Volcano Exploration,Hot,Low,Business,2,1,11,April,Train
5439,Jesse Moore,Male,32,Photography Expedition,Cold,High,Business,3,1,13,January,Bus
5440,Matthew Ellis,Female,50,Shopping Extravaganza,Cold,Medium,Business,2,1,13,February,Ferry
5441,David Martinez,Male,23,Winery,Cold,Medium,Leisure,2,0,8,August,Car
5442,Nancy Cardenas,Female,51,Desert,Warm,Medium,Business,5,1,9,February,Airplane
5443,Mary Hobbs,Female,41,Art and Architecture Tour,Warm,High,Business,1,0,3,August,Car
5444,Deborah Johnson,Female,23,Volcano Exploration,Hot,Medium,Business,5,1,9,June,Bus
5445,Erik Sherman,Female,52,Mountain,Hot,Medium,Leisure,4,1,4,September,Ferry
5446,Tyler Booth,Female,38,National Park,Cold,Low,Business,4,1,7,August,Airplane
5447,Daniel Richardson,Female,62,Wildlife Safari,Warm,Low,Leisure,4,1,5,May,Airplane
5448,Jennifer Reynolds,Female,53,Religious Pilgrimage,Cold,Medium,Leisure,4,1,8,November,Train
5449,Patricia Hester,Male,50,Mountain,Hot,Low,Leisure,3,1,6,April,Train
5450,Tara Anderson,Male,37,Lake,Warm,Low,Leisure,4,0,13,December,Airplane
5451,Deanna Hall,Male,21,Food and Culinary Tour,Cold,High,Leisure,3,0,11,December,Airplane
5452,Cynthia Gomez,Female,62,Volcano Exploration,Warm,Low,Business,5,0,1,May,Car
5453,Christopher Lawson,Male,58,Cruise,Cold,Low,Business,5,0,1,December,Airplane
5454,Jordan Brady,Male,35,Forest,Cold,Low,Business,5,0,4,July,Ferry
5455,Gary Campbell,Male,20,Village,Cold,Low,Leisure,2,1,14,January,Bus
5456,Jeremiah Mitchell,Male,19,City,Warm,High,Leisure,2,1,13,October,Ferry
5457,Monique Montgomery,Female,32,Ski Resort,Cold,Medium,Business,2,1,3,November,Train
5458,Christopher Mahoney,Male,44,Desert,Warm,High,Leisure,1,0,1,June,Train
5459,Brittany Torres,Male,48,Food and Culinary Tour,Hot,High,Business,4,0,12,June,Car
5460,Melanie Lewis,Male,39,Photography Expedition,Cold,Low,Business,3,0,9,December,Car
5461,Sharon Bush,Male,24,Ski Resort,Hot,High,Business,4,0,12,April,Ferry
5462,Cory Bennett,Female,62,Art and Architecture Tour,Hot,High,Leisure,3,1,14,May,Car
5463,Julie Williams,Female,39,Cultural Experience,Hot,High,Leisure,5,0,10,July,Airplane
5464,Jessica Marsh,Female,41,City,Hot,Medium,Leisure,1,0,3,July,Bus
5465,Lisa Roberts,Male,51,Shopping Extravaganza,Hot,Medium,Leisure,3,0,10,October,Car
5466,Kelly Morales,Female,39,National Park,Warm,Medium,Business,1,1,9,June,Car
5467,Johnny Graham,Male,36,Historical Sites,Cold,Medium,Business,2,0,13,September,Airplane
5468,Joseph Brown,Male,20,City,Warm,Medium,Leisure,2,0,4,December,Airplane
5469,Paula Stafford,Male,55,Food and Culinary Tour,Warm,Medium,Leisure,1,1,7,July,Car
5470,Caroline Patterson,Female,26,National Park,Hot,High,Leisure,4,0,8,June,Car
5471,Matthew George,Male,32,Yoga and Wellness Retreat,Warm,High,Leisure,2,0,7,April,Bus
5472,Steven Burton,Female,45,Science and Astronomy Tour,Cold,Low,Leisure,5,1,5,November,Train
5473,Scott Garcia,Female,54,Ski Resort,Hot,Medium,Leisure,3,1,7,June,Ferry
5474,Randy Young,Male,26,Cultural Experience,Warm,Medium,Business,2,0,11,July,Train
5475,Ashley Pace,Male,19,Photography Expedition,Hot,Medium,Leisure,4,1,4,August,Bus
5476,Anita Jackson,Male,19,Theme Park,Warm,Medium,Leisure,5,1,3,June,Bus
5477,Stephanie Gonzales,Female,58,Theme Park,Cold,Medium,Business,5,0,12,August,Airplane
5478,Julia Snyder,Female,49,Food and Culinary Tour,Cold,High,Leisure,5,1,7,August,Train
5479,Evelyn Haney,Male,19,Arctic Expedition,Hot,Medium,Leisure,4,1,5,April,Airplane
5480,Ann Knight,Female,48,Lake,Hot,High,Business,2,0,3,June,Airplane
5481,Michael Rodriguez,Female,29,Music and Festival Tour,Hot,Low,Leisure,4,1,2,December,Ferry
5482,Rodney Fowler,Female,51,Historical Sites,Cold,High,Business,1,0,7,January,Train
5483,Daniel Barber,Male,60,Theme Park,Warm,Low,Business,4,1,8,October,Train
5484,Kaitlyn Simmons,Male,19,Countryside,Warm,Low,Leisure,2,1,13,June,Ferry
5485,Willie Taylor,Male,34,Mountain,Hot,Medium,Leisure,1,1,5,February,Airplane
5486,Michael Marks,Female,22,Desert,Cold,High,Business,3,0,3,July,Ferry
5487,Penny Hudson,Male,53,Photography Expedition,Hot,Medium,Leisure,4,0,8,August,Ferry
5488,Michael Williams,Female,58,Volcano Exploration,Hot,Medium,Leisure,5,0,3,February,Car
